id_cliente,tipo_contacto,mes,dia_semana,contactos_campana,dias_desde_contacto_previo,contactos_previos,resultado_previo,variacion_empleo,indice_precios,confianza_consumidor,euribor_3m,numero_empleados,acepta_deposito,edad,ocupacion,estado_civil,educacion,incumplimiento_credito,credito_vivienda,prestamo_personal
CLI002005,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,35,admin.,single,professional.course,Desconocido,Sí,No
CLI002006,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No,42,admin.,married,university.degree,No,No,No
CLI002007,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,55,technician,married,professional.course,No,No,No
CLI002008,telephone,jun,mon,35,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,No,26,blue-collar,married,basic.9y,No,Sí,No
CLI002009,telephone,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,No,42,blue-collar,married,basic.4y,No,Sí,No
CLI002010,cellular,may,wed,4,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,Sí,45,entrepreneur,married,university.degree,No,Sí,No
CLI002011,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,No,58,retired,married,basic.4y,No,No,No
CLI002012,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No,30,management,single,university.degree,No,Sí,No
CLI002013,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,No,59,retired,married,basic.4y,No,No,No
CLI002014,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,No,49,housemaid,married,basic.4y,Desconocido,Sí,
CLI002015,cellular,nov,mon,2,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,No,50,admin.,married,university.degree,No,Sí,No
CLI002016,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No,32,services,married,high.school,No,No,No
CLI002017,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Sí,30,technician,single,professional.course,No,No,No
CLI002018,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,44,blue-collar,married,basic.4y,Desconocido,Sí,Sí
CLI002019,cellular,mar,tue,4,999,0,nonexistent,-1.8,92.843,-50.0,1.51,5099.1,No,59,blue-collar,married,basic.4y,No,Sí,
CLI002020,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,No,34,technician,married,professional.course,No,Sí,No
CLI002021,cellular,dec,mon,2,999,1,failure,-3.0,92.713,-33.0,0.715,5023.5,Sí,63,technician,married,Desconocido,No,Sí,No
CLI002022,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No,33,admin.,single,university.degree,No,Sí,No
CLI002023,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,No,46,admin.,married,basic.9y,Desconocido,No,No
CLI002024,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,No,34,admin.,married,university.degree,No,No,No
CLI002025,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No,45,management,married,Desconocido,No,Sí,No
CLI002026,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,54,admin.,married,high.school,No,Sí,No
CLI002027,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,No,46,blue-collar,married,basic.6y,Desconocido,No,No
CLI002028,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No,53,technician,married,Desconocido,No,Sí,No
CLI002029,cellular,aug,mon,7,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,No,38,technician,single,university.degree,No,No,No
CLI002030,cellular,aug,thu,2,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,Sí,31,student,single,Desconocido,No,Sí,No
CLI002031,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,No,24,technician,single,basic.9y,No,No,No
CLI002032,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No,33,self-employed,married,basic.9y,Desconocido,Sí,No
CLI002033,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,34,technician,married,basic.6y,Desconocido,No,No
CLI002034,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,Sí,27,blue-collar,married,basic.9y,No,No,No
CLI002035,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,No,35,self-employed,married,university.degree,No,Sí,No
CLI002036,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,No,23,technician,single,high.school,No,No,No
CLI002037,cellular,aug,tue,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No,32,technician,single,,No,No,No
CLI002038,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No,38,admin.,divorced,university.degree,No,No,No
CLI002039,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No,42,admin.,divorced,university.degree,No,No,No
CLI002040,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,36,technician,married,professional.course,No,No,No
CLI002041,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No,29,management,single,university.degree,No,Sí,No
CLI002042,cellular,jul,wed,16,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,No,59,retired,married,university.degree,Desconocido,Sí,Sí
CLI002043,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,No,38,blue-collar,married,basic.9y,Desconocido,Desconocido,Desconocido
CLI002044,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No,40,technician,single,university.degree,No,No,No
CLI002045,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,No,29,admin.,single,high.school,No,Sí,No
CLI002046,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,39,technician,married,professional.course,No,Sí,No
CLI002047,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,No,38,admin.,divorced,high.school,No,No,No
CLI002048,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No,51,blue-collar,married,basic.4y,Desconocido,No,No
CLI002049,telephone,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No,41,admin.,married,high.school,Desconocido,No,No
CLI002050,cellular,nov,fri,1,999,0,nonexistent,-1.1,94.767,-50.8,1.04,4963.6,Sí,37,admin.,married,university.degree,No,Sí,No
CLI002051,telephone,oct,wed,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,No,56,technician,married,professional.course,No,No,No
CLI002052,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,No,28,admin.,single,university.degree,No,Sí,Sí
CLI002053,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No,46,blue-collar,married,basic.4y,Desconocido,No,No
CLI002054,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,No,55,blue-collar,married,basic.4y,No,No,No
CLI002055,cellular,sep,wed,1,6,2,success,-1.1,94.199,-37.5,0.886,4963.6,Sí,69,retired,married,high.school,No,,Sí
CLI002056,telephone,jun,thu,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,No,32,technician,married,basic.9y,Desconocido,No,No
CLI002057,telephone,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No,37,technician,married,high.school,Desconocido,Sí,Sí
CLI002058,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,No,50,management,married,university.degree,Desconocido,Sí,No
CLI002059,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,No,31,technician,single,high.school,No,Sí,No
CLI002060,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,31,services,married,high.school,No,No,No
CLI002061,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No,41,admin.,divorced,university.degree,Desconocido,Sí,No
CLI002062,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No,25,admin.,married,Desconocido,No,No,No
CLI002063,telephone,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,No,24,services,single,high.school,No,Sí,No
CLI002064,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,38,blue-collar,married,basic.6y,Desconocido,No,No
CLI002065,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No,30,blue-collar,married,basic.9y,No,No,Sí
CLI002066,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No,36,technician,married,university.degree,No,No,No
CLI002067,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No,31,technician,divorced,university.degree,No,Sí,No
CLI002068,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No,41,blue-collar,married,basic.6y,No,No,No
CLI002069,telephone,may,tue,11,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No,47,blue-collar,married,professional.course,Desconocido,Sí,No
CLI002070,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No,33,self-employed,married,basic.9y,No,Sí,No
CLI002071,cellular,mar,mon,2,6,2,success,-1.8,93.369,-34.8,0.639,5008.7,Sí,30,technician,Desconocido,university.degree,No,No,No
CLI002072,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,Sí,53,management,married,university.degree,No,Sí,No
CLI002073,cellular,aug,mon,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,Sí,36,technician,married,high.school,No,Sí,No
CLI002074,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,No,45,blue-collar,single,basic.9y,No,,No
CLI002075,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No,40,services,married,basic.6y,No,No,No
CLI002076,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,43,housemaid,married,basic.4y,No,Sí,No
CLI002077,cellular,jul,tue,19,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No,30,technician,married,professional.course,No,No,No
CLI002078,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,Sí,56,technician,married,Desconocido,No,No,Sí
CLI002079,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No,45,technician,married,professional.course,Desconocido,Sí,No
CLI002080,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No,41,blue-collar,married,basic.9y,No,No,Sí
CLI002081,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,37,blue-collar,married,basic.6y,No,Sí,No
CLI002082,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No,31,admin.,single,university.degree,No,Sí,Sí
CLI002083,telephone,aug,mon,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No,38,technician,married,university.degree,No,No,No
CLI002084,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,35,student,single,high.school,No,Sí,Sí
CLI002085,telephone,jul,thu,14,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,No,37,admin.,married,high.school,No,Sí,No
CLI002086,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,44,blue-collar,married,basic.9y,No,Sí,
CLI002087,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,No,33,admin.,single,university.degree,No,Sí,Sí
CLI002088,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,35,blue-collar,married,basic.6y,Desconocido,No,No
CLI002089,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No,41,management,married,university.degree,No,Sí,No
CLI002090,cellular,jul,tue,4,999,1,failure,-2.9,92.469,-33.6,0.908,5076.2,No,34,admin.,married,university.degree,No,No,Sí
CLI002091,cellular,jun,wed,1,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,Sí,33,admin.,single,university.degree,No,No,No
CLI002092,cellular,oct,tue,1,999,1,failure,-3.4,92.431,-26.9,0.744,5017.5,No,43,management,single,university.degree,No,No,No
CLI002093,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,No,38,entrepreneur,married,basic.6y,No,No,
CLI002094,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,43,services,married,high.school,No,Sí,No
CLI002095,cellular,nov,wed,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,No,53,blue-collar,married,basic.9y,No,Sí,No
CLI002096,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No,37,services,married,high.school,No,Sí,No
CLI002097,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,No,55,blue-collar,married,high.school,No,No,No
CLI002098,telephone,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,No,33,services,married,high.school,No,No,No
CLI002099,cellular,may,fri,5,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,No,29,technician,divorced,professional.course,Desconocido,Sí,No
CLI002100,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No,52,housemaid,married,university.degree,No,No,Sí
CLI002101,telephone,oct,fri,3,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,No,37,admin.,single,university.degree,No,Sí,No
CLI002102,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,Sí,32,blue-collar,married,high.school,No,Sí,No
CLI002103,cellular,jul,wed,11,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,Sí,33,blue-collar,married,basic.9y,No,Sí,No
CLI002104,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,Sí,48,management,married,basic.9y,No,Sí,No
CLI002105,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,55,retired,married,basic.4y,Desconocido,Sí,Sí
CLI002106,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,49,admin.,divorced,high.school,No,No,No
CLI002107,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No,39,unemployed,divorced,,Desconocido,No,No
CLI002108,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No,31,entrepreneur,married,university.degree,No,Sí,No
CLI002109,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No,26,services,married,high.school,No,No,No
CLI002110,telephone,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No,28,technician,married,basic.9y,No,Sí,No
CLI002111,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,No,33,services,married,professional.course,No,Sí,Sí
CLI002112,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No,41,entrepreneur,single,university.degree,Desconocido,Sí,No
CLI002113,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No,27,blue-collar,single,basic.9y,No,No,No
CLI002114,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No,33,management,married,university.degree,No,Sí,No
CLI002115,cellular,jul,fri,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,56,blue-collar,married,basic.9y,Desconocido,No,
CLI002116,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No,30,admin.,married,basic.9y,No,Sí,Sí
CLI002117,telephone,may,thu,24,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No,46,self-employed,married,basic.4y,Desconocido,No,No
CLI002118,cellular,may,thu,1,6,2,success,-1.8,93.876,-40.0,0.699,5008.7,Sí,36,admin.,married,university.degree,No,Sí,Sí
CLI002119,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No,34,technician,single,professional.course,Desconocido,Sí,No
CLI002120,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No,58,retired,married,basic.4y,No,No,
CLI002121,cellular,sep,wed,1,3,3,success,-1.1,94.199,-37.5,0.88,4963.6,Sí,44,management,married,university.degree,No,No,No
CLI002122,cellular,may,tue,1,3,3,success,-1.8,93.876,-40.0,0.668,5008.7,Sí,48,blue-collar,married,basic.9y,No,Sí,No
CLI002123,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No,48,blue-collar,married,basic.9y,Desconocido,Sí,No
CLI002124,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,No,27,admin.,married,high.school,No,Sí,No
CLI002125,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,No,53,unemployed,married,university.degree,No,Sí,No
CLI002126,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,50,technician,married,professional.course,No,Sí,No
CLI002127,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,No,46,management,married,university.degree,No,Sí,No
CLI002128,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No,24,student,single,high.school,No,Sí,No
CLI002129,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,Sí,58,self-employed,married,university.degree,No,No,No
CLI002130,cellular,jun,wed,4,12,3,failure,-1.7,94.055,-39.8,0.767,4991.6,Sí,26,admin.,married,high.school,No,No,No
CLI002131,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,No,31,blue-collar,married,basic.9y,No,No,No
CLI002132,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,No,45,technician,single,professional.course,Desconocido,Sí,Sí
CLI002133,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,37,admin.,married,university.degree,Desconocido,No,No
CLI002134,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No,34,admin.,single,high.school,No,Sí,No
CLI002135,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,No,37,admin.,married,university.degree,No,No,No
CLI002136,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Sí,29,technician,single,high.school,No,No,Sí
CLI002137,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,No,27,admin.,single,university.degree,No,Sí,No
CLI002138,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,26,services,single,high.school,No,Sí,No
CLI002139,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,No,36,management,married,basic.9y,No,Sí,Sí
CLI002140,telephone,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No,48,admin.,divorced,high.school,No,No,No
CLI002141,cellular,may,thu,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,No,46,management,married,university.degree,No,Sí,Sí
CLI002142,cellular,nov,thu,6,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No,42,blue-collar,divorced,basic.4y,Desconocido,No,No
CLI002143,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No,43,technician,married,university.degree,No,Sí,No
CLI002145,cellular,jun,thu,4,999,0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,Sí,29,admin.,single,university.degree,No,No,Sí
CLI002146,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,31,admin.,divorced,high.school,No,No,Sí
CLI002147,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,No,57,management,married,university.degree,Desconocido,No,No
CLI002148,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,No,31,management,single,university.degree,No,Sí,No
CLI002149,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No,55,blue-collar,married,basic.9y,No,No,No
CLI002150,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,No,49,admin.,married,high.school,No,Sí,No
CLI002151,cellular,may,wed,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,No,36,admin.,married,university.degree,No,Sí,No
CLI002152,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,No,30,Desconocido,married,,No,No,No
CLI002153,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,38,admin.,married,high.school,No,No,No
CLI002154,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No,51,blue-collar,married,basic.9y,No,No,No
CLI002155,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No,48,admin.,married,professional.course,Desconocido,Sí,No
CLI002156,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No,45,admin.,married,university.degree,No,No,No
CLI002157,cellular,aug,fri,1,4,1,success,-2.9,92.201,-31.4,0.881,5076.2,Sí,27,blue-collar,Desconocido,high.school,No,No,No
CLI002158,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,54,technician,married,professional.course,No,Sí,No
CLI002159,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No,31,blue-collar,single,basic.9y,Desconocido,Sí,
CLI002160,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,37,admin.,married,basic.4y,No,Sí,No
CLI002161,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No,36,services,single,high.school,Desconocido,No,Sí
CLI002162,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,No,41,blue-collar,married,basic.9y,Desconocido,Sí,No
CLI002163,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No,40,admin.,single,Desconocido,Desconocido,No,Sí
CLI002164,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No,36,technician,divorced,university.degree,Desconocido,Sí,No
CLI002165,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No,41,blue-collar,married,basic.9y,Desconocido,No,No
CLI002166,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,No,34,technician,married,professional.course,No,Sí,No
CLI002167,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No,30,admin.,single,university.degree,No,Sí,No
CLI002168,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No,41,blue-collar,married,basic.4y,No,No,No
CLI002169,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No,30,services,single,high.school,No,No,No
CLI002170,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No,41,technician,divorced,high.school,No,Sí,No
CLI002171,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,No,27,admin.,married,high.school,No,Sí,No
CLI002172,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,No,30,admin.,single,university.degree,No,Sí,No
CLI002173,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,38,management,married,high.school,No,No,No
CLI002174,cellular,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,32,management,single,university.degree,No,No,No
CLI002175,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,No,29,admin.,married,high.school,No,No,No
CLI002176,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No,45,blue-collar,married,basic.9y,Desconocido,Sí,Sí
CLI002177,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,No,48,technician,married,professional.course,Desconocido,Sí,No
CLI002178,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,39,blue-collar,single,basic.4y,Desconocido,No,No
CLI002179,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No,47,housemaid,married,basic.4y,No,No,No
CLI002180,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,No,39,blue-collar,married,basic.9y,No,No,No
CLI002181,cellular,jul,tue,6,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,No,23,student,single,basic.9y,No,No,No
CLI002182,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,31,blue-collar,married,basic.4y,No,Sí,Sí
CLI002183,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No,31,technician,single,university.degree,No,Sí,No
CLI002184,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No,39,management,married,basic.9y,No,No,No
CLI002185,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,No,45,admin.,single,high.school,No,No,No
CLI002186,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No,39,technician,married,professional.course,No,Sí,Sí
CLI002187,cellular,aug,wed,3,4,2,success,-2.9,92.201,-31.4,0.884,5076.2,Sí,37,technician,married,professional.course,No,No,No
CLI002188,telephone,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No,25,services,single,basic.9y,No,No,No
CLI002189,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,No,50,blue-collar,married,basic.4y,No,Desconocido,Desconocido
CLI002190,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,28,entrepreneur,single,high.school,No,Sí,No
CLI002191,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,No,33,services,single,high.school,No,Sí,No
CLI002192,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,41,admin.,married,basic.9y,Desconocido,Sí,No
CLI002193,cellular,aug,wed,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No,30,housemaid,married,university.degree,No,Sí,No
CLI002194,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No,41,technician,single,professional.course,No,Sí,No
