id_cliente,edad,ocupacion,estado_civil,educacion,incumplimiento_credito,credito_vivienda,prestamo_personal
CLI000918,34,technician,married,high.school,No,Sí,No
CLI000919,44,admin.,divorced,Desconocido,No,No,No
CLI000920,49,blue-collar,married,basic.4y,No,Sí,Sí
CLI000921,26,services,married,high.school,No,No,Sí
CLI000922,34,admin.,single,high.school,No,Sí,No
CLI000923,45,entrepreneur,single,university.degree,No,Desconocido,Desconocido
CLI000924,42,services,married,high.school,No,No,No
CLI000925,23,admin.,single,professional.course,No,No,No
CLI000926,26,Desconocido,single,basic.9y,No,No,No
CLI000927,52,services,single,high.school,No,Sí,No
CLI000928,49,admin.,divorced,university.degree,No,Sí,No
CLI000929,38,technician,divorced,high.school,No,Sí,No
CLI000930,36,technician,married,professional.course,No,Sí,No
CLI000931,29,blue-collar,divorced,basic.4y,No,No,No
CLI000932,29,admin.,married,university.degree,No,No,
CLI000933,46,management,married,university.degree,No,Sí,No
CLI000934,29,services,divorced,high.school,No,No,Sí
CLI000935,49,management,married,university.degree,No,Sí,Sí
CLI000936,41,self-employed,married,basic.9y,No,Sí,No
CLI000937,27,services,single,basic.9y,No,Sí,Sí
CLI000938,29,blue-collar,married,basic.6y,No,No,No
CLI000939,32,blue-collar,single,high.school,No,No,No
CLI000940,34,blue-collar,married,basic.9y,Desconocido,No,No
CLI000941,59,admin.,divorced,professional.course,No,Sí,No
CLI000942,37,admin.,single,university.degree,No,No,No
CLI000943,58,retired,married,professional.course,No,Sí,Sí
CLI000944,27,admin.,single,university.degree,No,Sí,Sí
CLI000945,42,admin.,married,university.degree,No,No,Sí
CLI000946,36,technician,married,professional.course,No,No,No
CLI000947,45,blue-collar,married,professional.course,No,Sí,No
CLI000948,41,services,married,high.school,No,Sí,No
CLI000949,50,admin.,single,high.school,No,No,Sí
CLI000950,60,retired,married,high.school,Desconocido,Sí,No
CLI000951,31,technician,single,university.degree,Desconocido,No,No
CLI000952,53,admin.,married,university.degree,Desconocido,Sí,No
CLI000953,35,blue-collar,single,basic.9y,No,Sí,No
CLI000954,32,technician,single,university.degree,No,Sí,No
CLI000955,68,retired,married,university.degree,No,No,No
CLI000956,45,admin.,married,Desconocido,No,No,No
CLI000957,33,blue-collar,married,basic.6y,No,No,No
CLI000958,30,admin.,married,basic.6y,No,Sí,No
CLI000959,53,self-employed,married,university.degree,No,No,No
CLI000960,38,technician,single,university.degree,No,Sí,Sí
CLI000961,29,admin.,single,university.degree,No,Sí,No
CLI000962,59,retired,married,university.degree,Desconocido,Sí,No
CLI000963,38,unemployed,married,high.school,No,No,Sí
CLI000964,43,management,married,university.degree,Desconocido,Sí,Sí
CLI000965,47,blue-collar,married,basic.9y,No,Sí,No
CLI000966,29,admin.,single,university.degree,No,Sí,
CLI000967,34,unemployed,single,university.degree,No,No,No
CLI000968,41,admin.,single,,Desconocido,Sí,No
CLI000969,48,technician,divorced,professional.course,No,No,No
CLI000970,35,technician,single,,No,No,No
CLI000971,43,technician,married,professional.course,No,,No
CLI000972,30,blue-collar,single,basic.9y,No,Sí,No
CLI000973,42,entrepreneur,married,university.degree,Desconocido,No,No
CLI000974,33,admin.,single,university.degree,No,No,No
CLI000975,36,entrepreneur,married,high.school,No,Sí,Sí
CLI000976,31,admin.,married,university.degree,No,Sí,Sí
CLI000977,41,blue-collar,married,basic.9y,No,Sí,Sí
CLI000978,41,management,single,university.degree,No,No,No
CLI000979,38,blue-collar,married,basic.6y,Desconocido,No,No
CLI000980,38,admin.,single,university.degree,No,Sí,No
CLI000981,30,blue-collar,married,professional.course,No,Sí,No
CLI000982,45,management,married,university.degree,No,No,Sí
CLI000983,38,blue-collar,divorced,basic.9y,No,No,Sí
CLI000984,30,blue-collar,single,basic.9y,No,No,No
CLI000985,37,technician,divorced,professional.course,No,,No
CLI000986,55,technician,married,professional.course,No,No,No
CLI000987,37,services,married,,No,No,Sí
CLI000988,31,admin.,single,high.school,No,Sí,
CLI000989,31,technician,single,university.degree,No,No,No
CLI000990,37,blue-collar,married,basic.6y,Desconocido,No,Sí
CLI000991,50,management,single,university.degree,No,No,No
CLI000992,48,services,married,high.school,Desconocido,Sí,Sí
CLI000993,50,self-employed,married,basic.9y,No,Sí,No
CLI000994,30,technician,single,professional.course,No,No,No
CLI000995,41,admin.,divorced,high.school,No,Sí,No
CLI000996,33,admin.,divorced,high.school,No,No,No
CLI000997,37,services,married,high.school,No,Sí,No
CLI000998,46,admin.,married,basic.4y,No,No,No
CLI000999,34,admin.,single,high.school,No,Sí,No
CLI001000,41,services,divorced,high.school,No,No,No
CLI001001,52,management,married,university.degree,No,Sí,No
CLI001002,42,self-employed,divorced,basic.6y,Desconocido,Sí,No
CLI001003,40,technician,married,professional.course,No,Sí,No
CLI001004,40,blue-collar,married,basic.4y,No,No,No
CLI001005,48,blue-collar,married,basic.4y,Desconocido,No,No
CLI001006,36,blue-collar,married,basic.9y,No,Sí,No
CLI001007,47,services,married,high.school,Desconocido,No,No
CLI001008,51,management,married,Desconocido,Desconocido,Sí,Sí
CLI001009,46,blue-collar,married,basic.9y,No,Sí,No
CLI001010,47,blue-collar,divorced,basic.9y,Desconocido,No,No
CLI001011,47,housemaid,single,basic.4y,No,No,No
CLI001012,33,blue-collar,single,basic.6y,No,Desconocido,Desconocido
CLI001013,40,services,married,high.school,No,Sí,No
CLI001014,64,retired,married,basic.9y,No,Sí,No
CLI001015,45,technician,divorced,professional.course,No,No,No
CLI001016,44,blue-collar,married,basic.9y,Desconocido,No,No
CLI001017,51,blue-collar,married,basic.9y,Desconocido,Sí,No
CLI001018,38,blue-collar,married,basic.6y,No,Desconocido,Desconocido
CLI001019,46,housemaid,married,high.school,Desconocido,No,No
CLI001020,38,entrepreneur,married,basic.9y,No,Sí,No
CLI001021,62,entrepreneur,married,university.degree,No,No,No
CLI001022,39,blue-collar,married,basic.6y,No,No,No
CLI001023,39,technician,married,professional.course,No,Sí,No
CLI001024,41,blue-collar,married,basic.4y,No,Sí,No
CLI001025,34,admin.,married,high.school,No,Sí,Sí
CLI001026,32,blue-collar,married,professional.course,No,No,No
CLI001027,30,technician,married,high.school,No,Sí,No
CLI001028,88,retired,divorced,basic.4y,No,Sí,No
CLI001029,34,admin.,married,high.school,Desconocido,Sí,No
CLI001030,41,entrepreneur,married,basic.4y,No,Sí,No
CLI001031,34,blue-collar,married,professional.course,No,No,Sí
CLI001032,40,housemaid,married,basic.4y,No,No,No
CLI001033,24,services,single,high.school,No,Sí,No
CLI001034,23,blue-collar,single,basic.9y,No,Sí,No
CLI001035,40,entrepreneur,divorced,university.degree,No,No,No
CLI001036,39,services,married,Desconocido,Desconocido,Sí,Sí
CLI001037,57,management,married,professional.course,Desconocido,Sí,No
CLI001038,32,blue-collar,married,basic.9y,No,No,No
CLI001039,26,self-employed,single,university.degree,No,Sí,No
CLI001040,23,admin.,single,university.degree,No,No,No
CLI001041,35,technician,single,professional.course,No,Sí,Sí
CLI001042,36,blue-collar,married,basic.9y,No,No,No
CLI001043,33,technician,married,professional.course,No,Sí,
CLI001044,30,technician,single,university.degree,No,Sí,No
CLI001045,34,management,married,university.degree,No,Sí,No
CLI001046,47,blue-collar,married,basic.4y,Desconocido,,No
CLI001047,29,admin.,single,university.degree,No,Sí,No
CLI001048,29,admin.,single,university.degree,No,No,No
CLI001049,41,technician,married,professional.course,No,Sí,No
CLI001050,35,entrepreneur,married,high.school,No,No,No
CLI001051,36,blue-collar,married,Desconocido,No,No,No
CLI001052,40,technician,married,basic.4y,No,Sí,No
CLI001053,51,blue-collar,married,,Desconocido,Sí,No
CLI001054,43,blue-collar,married,basic.6y,No,No,No
CLI001055,28,student,single,basic.9y,No,Sí,No
CLI001056,29,admin.,single,university.degree,No,Sí,No
CLI001057,36,admin.,married,university.degree,No,Sí,No
CLI001058,36,entrepreneur,married,basic.9y,No,No,No
CLI001059,32,admin.,single,university.degree,No,Sí,Sí
CLI001060,50,unemployed,married,professional.course,No,No,No
CLI001061,31,services,single,university.degree,Desconocido,Desconocido,Desconocido
CLI001062,41,management,divorced,university.degree,No,No,No
CLI001063,37,management,married,high.school,No,Sí,No
CLI001064,37,technician,single,university.degree,No,No,No
CLI001065,36,blue-collar,married,,No,Sí,No
CLI001066,31,services,married,high.school,No,No,No
CLI001067,25,blue-collar,single,basic.9y,No,Sí,No
CLI001068,36,admin.,married,university.degree,No,No,
CLI001069,35,services,married,high.school,No,Sí,No
CLI001070,39,blue-collar,divorced,basic.9y,Desconocido,Sí,No
CLI001071,28,admin.,single,high.school,No,Sí,No
CLI001072,31,blue-collar,single,professional.course,No,Sí,No
CLI001073,27,admin.,divorced,high.school,No,Sí,No
CLI001074,48,entrepreneur,married,university.degree,No,Sí,No
CLI001075,36,management,single,university.degree,No,Sí,No
CLI001076,37,technician,married,university.degree,No,No,No
CLI001077,52,services,married,high.school,No,Sí,No
CLI001078,29,admin.,single,university.degree,No,No,No
CLI001079,57,management,married,professional.course,Desconocido,Sí,No
CLI001080,48,technician,married,professional.course,No,Sí,No
CLI001081,39,admin.,married,high.school,No,No,No
CLI001082,45,technician,divorced,high.school,No,Sí,No
CLI001083,42,entrepreneur,single,university.degree,No,No,No
CLI001084,68,retired,divorced,basic.4y,No,Sí,No
CLI001085,32,technician,married,university.degree,No,No,No
CLI001086,62,technician,married,Desconocido,No,Sí,No
CLI001087,29,blue-collar,married,basic.4y,No,Sí,No
CLI001088,36,admin.,married,high.school,No,No,No
CLI001089,53,blue-collar,married,,Desconocido,Sí,No
CLI001090,48,technician,married,high.school,No,No,Sí
CLI001091,30,technician,single,high.school,No,No,No
CLI001092,27,blue-collar,married,basic.9y,No,Sí,No
CLI001093,27,admin.,single,university.degree,No,Sí,No
CLI001094,32,management,single,university.degree,No,Sí,No
CLI001095,28,blue-collar,married,basic.9y,Desconocido,No,No
CLI001096,38,blue-collar,divorced,basic.6y,No,Sí,No
CLI001097,31,blue-collar,married,basic.4y,Desconocido,Sí,No
CLI001098,35,services,married,high.school,No,,Desconocido
CLI001099,36,blue-collar,married,basic.6y,No,No,No
CLI001100,60,retired,married,university.degree,No,No,No
CLI001101,33,technician,married,professional.course,No,Sí,No
CLI001102,27,self-employed,single,university.degree,No,Sí,No
CLI001103,44,self-employed,married,professional.course,No,Sí,No
CLI001104,36,student,single,basic.9y,Desconocido,Sí,No
CLI001105,38,technician,married,university.degree,No,Sí,No
CLI001106,29,admin.,married,university.degree,No,Desconocido,Desconocido
CLI001107,41,admin.,single,professional.course,No,Sí,Sí
CLI001108,29,admin.,single,university.degree,No,Sí,No
CLI001109,43,blue-collar,single,,No,Sí,Sí
CLI001110,40,blue-collar,married,high.school,No,No,No
CLI001111,58,entrepreneur,married,university.degree,Desconocido,No,No
CLI001112,57,unemployed,married,university.degree,No,Sí,Sí
CLI001113,38,admin.,married,high.school,No,No,No
CLI001114,40,admin.,married,university.degree,Desconocido,Sí,No
CLI001115,25,admin.,single,university.degree,No,Sí,No
CLI001116,35,services,married,high.school,No,Sí,No
CLI001117,53,services,divorced,high.school,No,Sí,No
CLI001118,50,admin.,married,university.degree,No,No,No
CLI001119,30,admin.,married,university.degree,No,No,No
CLI001120,30,entrepreneur,single,basic.9y,No,Sí,No
CLI001121,48,admin.,divorced,high.school,No,,No
CLI001122,47,blue-collar,married,high.school,Desconocido,No,No
CLI001123,31,student,single,high.school,No,Sí,No
CLI001124,31,admin.,married,university.degree,No,Sí,
CLI001125,31,management,single,university.degree,No,No,No
CLI001126,34,blue-collar,single,high.school,No,Sí,No
CLI001127,29,admin.,single,university.degree,No,Sí,No
CLI001128,26,entrepreneur,married,basic.4y,Desconocido,No,No
CLI001129,30,admin.,single,university.degree,No,Sí,No
CLI001130,46,admin.,divorced,university.degree,No,No,No
CLI001131,30,management,married,university.degree,No,No,No
CLI001132,56,entrepreneur,married,university.degree,No,No,No
CLI001133,39,technician,married,high.school,No,Sí,No
CLI001134,46,admin.,married,high.school,No,Desconocido,Desconocido
CLI001135,35,entrepreneur,married,university.degree,No,Sí,No
CLI001136,41,management,married,high.school,No,No,No
CLI001137,59,admin.,divorced,professional.course,No,No,No
CLI001138,27,technician,single,basic.9y,No,Sí,No
CLI001139,39,technician,married,professional.course,No,No,No
CLI001140,55,blue-collar,married,Desconocido,Desconocido,No,No
CLI001141,24,admin.,single,,No,No,No
CLI001142,38,blue-collar,single,high.school,No,No,No
CLI001143,52,admin.,married,high.school,No,No,No
CLI001144,41,services,single,university.degree,No,Sí,No
CLI001145,31,technician,married,professional.course,No,Sí,No
CLI001146,39,technician,married,professional.course,No,No,No
CLI001147,42,unemployed,divorced,high.school,No,Sí,No
CLI001148,49,management,married,university.degree,No,Sí,No
CLI001149,31,admin.,married,university.degree,No,Sí,No
CLI001150,39,admin.,single,university.degree,No,No,No
CLI001151,30,unemployed,single,university.degree,No,Sí,No
CLI001152,41,blue-collar,married,basic.4y,No,Sí,No
CLI001153,59,blue-collar,married,basic.4y,Desconocido,No,No
CLI001154,26,technician,single,university.degree,No,No,No
CLI001155,29,admin.,married,high.school,No,Sí,No
CLI001156,36,blue-collar,married,basic.6y,Desconocido,Sí,No
CLI001157,80,retired,divorced,basic.4y,No,Sí,No
CLI001158,39,admin.,married,high.school,No,No,No
CLI001159,38,blue-collar,married,basic.4y,Desconocido,No,No
CLI001160,38,unemployed,married,basic.4y,Desconocido,Sí,No
CLI001161,74,retired,married,basic.9y,No,No,No
CLI001162,28,student,single,high.school,No,No,No
CLI001163,31,blue-collar,single,professional.course,No,No,No
CLI001164,55,admin.,married,high.school,No,Sí,Sí
CLI001165,52,blue-collar,married,basic.9y,No,Sí,Sí
CLI001166,52,technician,married,professional.course,No,No,No
CLI001167,29,management,married,university.degree,No,No,No
CLI001168,33,blue-collar,married,basic.9y,No,No,No
CLI001169,24,services,single,Desconocido,No,No,No
CLI001170,31,services,single,professional.course,No,,No
CLI001171,31,management,single,university.degree,No,No,No
CLI001172,42,technician,married,basic.9y,No,No,No
CLI001173,29,services,divorced,high.school,No,Sí,No
CLI001174,30,blue-collar,married,basic.4y,No,Sí,
CLI001175,45,technician,married,professional.course,No,Sí,No
CLI001176,29,technician,single,professional.course,No,No,No
CLI001177,41,management,married,university.degree,No,Sí,No
CLI001178,48,entrepreneur,married,university.degree,No,No,No
CLI001179,48,blue-collar,married,basic.4y,No,No,No
CLI001180,45,technician,single,professional.course,No,Sí,Sí
CLI001181,38,blue-collar,married,basic.9y,No,No,
CLI001182,41,admin.,divorced,high.school,No,Sí,Sí
CLI001184,37,technician,single,university.degree,No,Sí,No
CLI001185,52,technician,married,basic.9y,No,No,No
CLI001186,33,admin.,married,university.degree,No,Sí,Sí
CLI001187,47,entrepreneur,married,professional.course,Desconocido,No,Sí
CLI001188,42,self-employed,married,university.degree,No,Sí,No
CLI001189,33,self-employed,married,university.degree,No,No,No
CLI001190,54,management,married,university.degree,No,Sí,Sí
CLI001191,41,admin.,married,university.degree,No,No,No
CLI001192,29,technician,married,professional.course,No,Sí,Sí
CLI001193,34,admin.,single,university.degree,No,Sí,No
CLI001194,50,management,married,university.degree,No,,No
CLI001195,37,admin.,married,high.school,Desconocido,Sí,No
CLI001196,41,admin.,divorced,university.degree,Desconocido,No,No
CLI001197,80,retired,married,basic.4y,No,No,No
CLI001198,29,admin.,married,university.degree,No,No,No
CLI001199,34,admin.,single,university.degree,No,No,Sí
CLI001200,32,blue-collar,married,basic.4y,Desconocido,No,No
CLI001201,32,technician,single,professional.course,No,Sí,No
CLI001202,53,blue-collar,married,basic.4y,Desconocido,Sí,Sí
CLI001203,37,admin.,single,high.school,Desconocido,No,No
CLI001204,50,blue-collar,married,Desconocido,Desconocido,No,No
CLI001205,48,retired,divorced,professional.course,No,Sí,No
CLI001206,34,housemaid,single,high.school,No,No,No
CLI001207,50,admin.,married,university.degree,No,Sí,No
CLI001208,44,self-employed,single,basic.6y,Desconocido,Sí,No
CLI001209,43,blue-collar,married,basic.4y,No,Sí,Sí
CLI001210,37,admin.,married,high.school,No,Sí,Sí
CLI001211,34,Desconocido,married,basic.4y,No,Sí,Sí
CLI001212,50,admin.,married,university.degree,No,Sí,No
CLI001213,29,admin.,married,high.school,No,,No
CLI001214,35,blue-collar,married,high.school,No,Sí,No
CLI001215,29,technician,single,professional.course,No,No,No
CLI001216,29,admin.,married,high.school,No,Sí,Sí
CLI001217,35,technician,single,university.degree,No,Sí,No
CLI001218,34,admin.,married,university.degree,No,No,No
CLI001219,50,admin.,divorced,basic.9y,No,Sí,No
CLI001220,40,entrepreneur,divorced,university.degree,No,No,No
CLI001221,27,blue-collar,single,basic.9y,No,Sí,No
CLI001222,39,blue-collar,married,,No,No,No
CLI001223,56,technician,married,professional.course,Desconocido,No,No
CLI001224,58,retired,married,basic.4y,No,No,No
CLI001226,43,technician,divorced,Desconocido,No,No,No
CLI001227,58,retired,married,professional.course,Desconocido,No,No
CLI001228,30,management,married,university.degree,No,Sí,No
CLI001229,34,technician,married,high.school,No,Sí,No
CLI001230,32,services,married,high.school,No,Sí,Sí
CLI001231,44,technician,divorced,professional.course,Desconocido,Sí,No
CLI001232,43,admin.,divorced,high.school,No,Sí,No
CLI001233,37,services,married,high.school,No,Sí,No
CLI001234,42,technician,married,professional.course,No,Sí,No
CLI001235,28,blue-collar,single,high.school,No,Sí,Sí
CLI001236,26,technician,single,professional.course,No,No,No
CLI001237,35,admin.,married,high.school,Desconocido,No,No
CLI001238,40,technician,married,professional.course,No,Sí,No
CLI001239,35,admin.,single,university.degree,No,No,No
CLI001240,52,admin.,single,Desconocido,Desconocido,No,No
CLI001241,53,services,married,basic.6y,No,No,No
CLI001242,38,admin.,married,university.degree,Desconocido,Sí,
CLI001243,44,management,married,Desconocido,No,No,No
CLI001244,27,blue-collar,married,basic.6y,No,Sí,No
CLI001245,42,blue-collar,married,basic.4y,Desconocido,No,No
CLI001246,39,services,married,basic.6y,Desconocido,Sí,No
CLI001247,32,admin.,married,high.school,No,Sí,No
CLI001248,53,services,married,high.school,Desconocido,No,No
CLI001249,31,blue-collar,single,high.school,No,Sí,No
CLI001250,35,admin.,married,high.school,No,No,
CLI001251,40,services,single,high.school,Desconocido,Sí,No
CLI001252,37,services,married,high.school,Desconocido,Sí,Sí
CLI001253,32,technician,married,professional.course,No,Sí,No
CLI001254,43,admin.,married,high.school,No,Sí,No
CLI001255,44,technician,divorced,professional.course,Desconocido,Sí,No
CLI001256,31,services,single,high.school,No,Sí,No
CLI001257,48,blue-collar,married,basic.9y,No,Sí,No
CLI001258,39,self-employed,married,university.degree,No,,No
CLI001259,29,admin.,single,university.degree,No,Sí,Sí
CLI001260,31,technician,single,professional.course,No,No,No
CLI001261,42,unemployed,divorced,high.school,Desconocido,Sí,Sí
CLI001262,47,admin.,divorced,professional.course,No,No,No
CLI001263,35,blue-collar,married,Desconocido,No,Sí,No
CLI001264,34,blue-collar,married,basic.9y,No,Sí,No
CLI001265,30,technician,married,professional.course,No,Sí,Sí
CLI001266,47,admin.,married,basic.9y,No,Sí,No
CLI001267,36,blue-collar,married,basic.4y,No,No,No
CLI001268,32,technician,single,university.degree,No,Sí,No
CLI001269,30,admin.,married,university.degree,No,No,No
CLI001270,28,technician,divorced,professional.course,No,No,No
CLI001271,29,services,single,high.school,No,Sí,No
CLI001272,32,self-employed,single,university.degree,No,Sí,No
CLI001273,53,technician,married,professional.course,Desconocido,Sí,No
CLI001274,39,technician,married,professional.course,No,Desconocido,Desconocido
CLI001275,34,technician,single,professional.course,No,Sí,No
CLI001276,34,technician,single,university.degree,No,Sí,No
CLI001277,63,housemaid,married,basic.4y,No,Sí,No
CLI001278,39,blue-collar,married,basic.9y,No,No,No
CLI001279,40,admin.,single,high.school,No,No,No
CLI001280,52,management,divorced,university.degree,No,No,No
CLI001281,59,admin.,married,high.school,No,Sí,No
CLI001282,54,technician,married,high.school,No,,No
CLI001283,36,technician,single,Desconocido,No,Sí,No
CLI001284,32,blue-collar,married,basic.6y,No,No,
CLI001285,54,technician,married,high.school,No,Sí,No
CLI001286,57,retired,married,basic.4y,No,No,No
CLI001287,33,admin.,single,university.degree,No,No,No
CLI001288,42,admin.,married,university.degree,No,Sí,No
CLI001289,50,housemaid,divorced,basic.4y,Desconocido,No,No
CLI001290,57,blue-collar,married,basic.6y,No,No,No
CLI001291,49,management,divorced,university.degree,No,No,No
CLI001292,46,technician,married,professional.course,Desconocido,No,No
CLI001293,42,services,married,high.school,Desconocido,Sí,Sí
CLI001294,43,technician,married,professional.course,No,No,No
CLI001295,39,admin.,single,university.degree,No,Sí,No
CLI001296,24,student,single,,Desconocido,Sí,No
CLI001297,47,management,married,university.degree,No,No,No
CLI001298,38,entrepreneur,married,professional.course,No,Sí,Sí
CLI001299,55,blue-collar,married,basic.4y,No,Sí,Sí
CLI001300,42,technician,divorced,university.degree,No,Sí,No
CLI001301,39,admin.,married,professional.course,No,No,No
CLI001302,46,admin.,married,high.school,Desconocido,Sí,No
CLI001303,27,admin.,married,high.school,No,Sí,Sí
CLI001304,51,blue-collar,divorced,Desconocido,Desconocido,Desconocido,Desconocido
CLI001305,24,services,single,basic.9y,No,Sí,No
CLI001306,32,blue-collar,married,basic.9y,No,No,No
CLI001307,55,technician,single,professional.course,No,No,No
CLI001308,49,unemployed,divorced,basic.9y,Desconocido,No,No
CLI001309,41,technician,married,professional.course,No,No,No
CLI001310,48,technician,married,professional.course,No,Sí,Sí
CLI001311,59,retired,married,university.degree,Desconocido,No,No
CLI001312,29,blue-collar,single,basic.9y,No,Sí,No
CLI001313,44,technician,married,professional.course,Desconocido,Sí,No
CLI001314,37,housemaid,single,professional.course,No,Sí,No
CLI001315,49,blue-collar,divorced,basic.4y,Desconocido,No,No
CLI001316,51,self-employed,married,high.school,No,Sí,No
CLI001317,45,Desconocido,married,Desconocido,No,No,Sí
CLI001318,31,blue-collar,married,basic.9y,No,Desconocido,Desconocido
CLI001319,37,technician,married,university.degree,No,Sí,Sí
CLI001320,41,entrepreneur,married,professional.course,No,Sí,No
CLI001321,43,admin.,married,high.school,No,No,Sí
CLI001322,36,blue-collar,single,high.school,No,Sí,Sí
CLI001323,32,blue-collar,single,basic.9y,No,Sí,No
CLI001324,35,admin.,married,university.degree,No,Sí,Sí
CLI001325,32,services,divorced,high.school,Desconocido,Sí,No
CLI001326,35,admin.,married,,No,Sí,Sí
CLI001327,35,housemaid,single,Desconocido,No,Sí,No
CLI001328,22,blue-collar,married,,No,Sí,No
CLI001329,34,services,Desconocido,high.school,No,Sí,Sí
CLI001330,30,technician,single,university.degree,No,No,No
CLI001331,46,blue-collar,married,basic.9y,No,No,No
CLI001332,35,blue-collar,married,basic.4y,No,Sí,No
CLI001333,36,management,married,university.degree,No,No,No
CLI001334,28,admin.,single,university.degree,No,Sí,No
CLI001335,46,self-employed,divorced,high.school,No,No,No
CLI001336,57,technician,married,university.degree,No,No,No
CLI001337,46,admin.,single,university.degree,Desconocido,Sí,No
CLI001338,52,admin.,married,basic.9y,No,No,No
CLI001339,37,blue-collar,divorced,basic.9y,No,Sí,Sí
CLI001340,34,admin.,Desconocido,university.degree,No,Sí,Sí
CLI001341,35,student,single,high.school,No,Sí,No
CLI001342,41,blue-collar,divorced,basic.6y,No,Desconocido,Desconocido
CLI001343,51,admin.,married,high.school,No,Sí,No
CLI001344,45,blue-collar,married,basic.4y,Desconocido,No,No
CLI001345,32,technician,married,high.school,No,Sí,No
CLI001346,40,admin.,single,university.degree,No,No,No
CLI001347,27,admin.,single,high.school,No,Sí,No
CLI001348,48,blue-collar,married,basic.6y,No,Desconocido,Desconocido
CLI001349,60,admin.,married,professional.course,No,Sí,No
CLI001350,33,blue-collar,married,basic.6y,Desconocido,No,No
CLI001351,46,admin.,married,university.degree,No,Sí,No
CLI001352,44,admin.,married,university.degree,No,Sí,No
CLI001353,46,admin.,married,high.school,No,Sí,No
CLI001354,98,retired,married,basic.4y,Desconocido,Sí,No
CLI001355,49,blue-collar,married,basic.6y,No,No,No
CLI001356,35,self-employed,married,university.degree,No,Sí,No
CLI001357,25,technician,single,basic.9y,No,Sí,No
CLI001358,33,admin.,single,university.degree,No,Sí,No
CLI001359,31,admin.,single,university.degree,No,Sí,Sí
CLI001360,33,admin.,single,high.school,No,No,No
CLI001361,31,technician,single,university.degree,No,Sí,Sí
CLI001362,34,management,married,university.degree,No,Sí,No
CLI001363,55,management,married,,No,Sí,Sí
CLI001364,55,services,married,basic.6y,Desconocido,Sí,No
CLI001365,35,services,single,high.school,No,No,No
CLI001366,33,admin.,single,university.degree,No,Sí,No
CLI001367,34,technician,divorced,professional.course,No,No,No
CLI001368,22,student,single,high.school,No,Sí,No
CLI001369,31,admin.,single,university.degree,No,Sí,No
CLI001370,38,admin.,single,,No,Sí,Sí
CLI001371,33,technician,married,professional.course,No,Sí,No
CLI001372,34,management,married,university.degree,No,Sí,No
CLI001373,28,blue-collar,married,high.school,No,Sí,No
CLI001374,27,blue-collar,married,university.degree,No,No,Sí
CLI001375,40,blue-collar,married,high.school,No,No,No
CLI001376,32,technician,single,professional.course,No,No,No
CLI001377,34,management,married,university.degree,No,Sí,
CLI001378,49,services,married,high.school,No,No,No
CLI001379,25,blue-collar,single,basic.9y,Desconocido,No,No
CLI001380,33,admin.,single,university.degree,No,No,No
CLI001381,48,blue-collar,married,basic.6y,Desconocido,No,No
CLI001382,52,admin.,married,university.degree,No,Sí,No
CLI001383,52,admin.,divorced,high.school,No,Sí,
CLI001384,31,technician,married,professional.course,No,No,No
CLI001385,32,technician,married,professional.course,No,No,No
CLI001386,58,entrepreneur,married,university.degree,Desconocido,Sí,Sí
CLI001387,33,admin.,married,university.degree,No,No,No
CLI001388,45,housemaid,divorced,basic.4y,No,Sí,Sí
CLI001389,43,management,married,university.degree,No,No,No
CLI001390,27,services,single,professional.course,No,Desconocido,Desconocido
CLI001391,33,admin.,married,university.degree,Desconocido,No,No
CLI001392,36,admin.,divorced,university.degree,No,Sí,Sí
CLI001393,55,admin.,married,high.school,No,Sí,No
CLI001394,39,blue-collar,married,basic.6y,No,Sí,No
CLI001395,48,admin.,married,,Desconocido,Sí,No
CLI001396,39,blue-collar,single,university.degree,No,Sí,No
CLI001397,45,services,single,professional.course,Desconocido,Desconocido,Desconocido
CLI001398,47,retired,married,basic.4y,No,No,No
CLI001399,48,blue-collar,married,basic.4y,Desconocido,Sí,No
CLI001400,32,technician,single,professional.course,No,Sí,No
CLI001401,30,technician,divorced,professional.course,Desconocido,Sí,No
CLI001402,29,student,married,high.school,Desconocido,No,No
CLI001403,55,admin.,divorced,university.degree,No,No,No
CLI001404,26,student,single,basic.9y,Desconocido,Sí,Sí
CLI001405,28,entrepreneur,married,university.degree,No,No,No
CLI001406,39,services,married,high.school,No,No,No
CLI001407,48,services,divorced,high.school,No,No,Sí
CLI001408,25,services,single,high.school,No,No,No
CLI001409,33,management,married,university.degree,Desconocido,Sí,No
CLI001410,29,admin.,single,university.degree,No,Sí,No
CLI001411,59,services,married,high.school,Desconocido,Sí,No
CLI001412,56,blue-collar,married,basic.4y,Desconocido,No,No
CLI001413,48,technician,divorced,professional.course,No,Sí,No
CLI001414,38,management,single,university.degree,No,No,No
CLI001415,28,admin.,single,professional.course,No,No,No
CLI001416,55,admin.,married,high.school,No,Sí,No
CLI001417,31,blue-collar,single,high.school,No,No,No
CLI001418,71,retired,married,basic.4y,No,Sí,No
CLI001419,45,Desconocido,Desconocido,Desconocido,No,Sí,
CLI001420,34,blue-collar,married,Desconocido,No,Sí,No
CLI001421,31,technician,married,university.degree,No,No,No
CLI001422,56,management,married,,No,Sí,No
CLI001423,59,blue-collar,married,professional.course,No,No,No
CLI001424,37,blue-collar,married,basic.6y,Desconocido,No,No
CLI001425,51,services,married,high.school,No,Sí,No
