id_cliente,tipo_contacto,mes,dia_semana,contactos_campana,dias_desde_contacto_previo,contactos_previos,resultado_previo,variacion_empleo,indice_precios,confianza_consumidor,euribor_3m,numero_empleados,acepta_deposito
CLI002032,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No
CLI002033,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No
CLI002034,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,Sí
CLI002035,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
CLI002036,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,No
CLI002037,cellular,aug,tue,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI002038,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No
CLI002039,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI002040,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002041,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI002042,cellular,jul,wed,16,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
CLI002043,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,No
CLI002044,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No
CLI002045,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,No
CLI002046,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002047,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,No
CLI002048,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No
CLI002049,telephone,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No
CLI002050,cellular,nov,fri,1,999,0,nonexistent,-1.1,94.767,-50.8,1.04,4963.6,Sí
CLI002051,telephone,oct,wed,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,No
CLI002052,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,No
CLI002053,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI002054,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
CLI002055,cellular,sep,wed,1,6,2,success,-1.1,94.199,-37.5,0.886,4963.6,Sí
CLI002056,telephone,jun,thu,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,No
CLI002057,telephone,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI002058,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,No
CLI002059,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,No
CLI002060,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002061,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No
CLI002062,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No
CLI002063,telephone,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,No
CLI002064,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002065,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No
CLI002066,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No
CLI002067,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No
CLI002068,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI002069,telephone,may,tue,11,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI002070,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI002071,cellular,mar,mon,2,6,2,success,-1.8,93.369,-34.8,0.639,5008.7,Sí
CLI002072,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,Sí
CLI002073,cellular,aug,mon,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,Sí
CLI002074,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,No
CLI002075,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No
CLI002076,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002077,cellular,jul,tue,19,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No
CLI002078,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,Sí
CLI002079,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No
CLI002080,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI002081,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No
CLI002082,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No
CLI002083,telephone,aug,mon,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No
CLI002084,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002085,telephone,jul,thu,14,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,No
CLI002086,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002087,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,No
CLI002088,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002089,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI002090,cellular,jul,tue,4,999,1,failure,-2.9,92.469,-33.6,0.908,5076.2,No
CLI002091,cellular,jun,wed,1,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,Sí
CLI002092,cellular,oct,tue,1,999,1,failure,-3.4,92.431,-26.9,0.744,5017.5,No
CLI002093,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,No
CLI002094,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002095,cellular,nov,wed,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,No
CLI002096,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI002097,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,No
CLI002098,telephone,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,No
CLI002099,cellular,may,fri,5,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,No
CLI002100,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No
CLI002101,telephone,oct,fri,3,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,No
CLI002102,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,Sí
CLI002103,cellular,jul,wed,11,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,Sí
CLI002104,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,Sí
CLI002105,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002106,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No
CLI002107,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No
CLI002108,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No
CLI002109,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No
CLI002110,telephone,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
CLI002111,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,No
CLI002112,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI002113,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
CLI002114,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI002115,cellular,jul,fri,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002116,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No
CLI002117,telephone,may,thu,24,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI002118,cellular,may,thu,1,6,2,success,-1.8,93.876,-40.0,0.699,5008.7,Sí
CLI002119,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
CLI002120,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No
CLI002121,cellular,sep,wed,1,3,3,success,-1.1,94.199,-37.5,0.88,4963.6,Sí
CLI002122,cellular,may,tue,1,3,3,success,-1.8,93.876,-40.0,0.668,5008.7,Sí
CLI002123,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No
CLI002124,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,No
CLI002125,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,No
CLI002126,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002127,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,No
CLI002128,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No
CLI002129,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,Sí
CLI002130,cellular,jun,wed,4,12,3,failure,-1.7,94.055,-39.8,0.767,4991.6,Sí
CLI002131,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,No
CLI002132,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,No
CLI002133,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002134,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI002135,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,No
CLI002136,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Sí
CLI002137,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
CLI002138,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No
CLI002139,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,No
CLI002140,telephone,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
CLI002141,cellular,may,thu,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,No
CLI002142,cellular,nov,thu,6,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No
CLI002143,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No
CLI002145,cellular,jun,thu,4,999,0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,Sí
CLI002146,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002147,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,No
CLI002148,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,No
CLI002149,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI002150,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,No
CLI002151,cellular,may,wed,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,No
CLI002152,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,No
CLI002153,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No
CLI002154,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI002155,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI002156,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No
CLI002157,cellular,aug,fri,1,4,1,success,-2.9,92.201,-31.4,0.881,5076.2,Sí
CLI002158,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002159,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No
CLI002160,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002161,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI002162,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,No
CLI002163,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No
CLI002164,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI002165,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No
CLI002166,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,No
CLI002167,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No
CLI002168,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI002169,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No
CLI002170,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
CLI002171,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,No
CLI002172,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,No
CLI002173,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002174,cellular,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002175,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,No
CLI002176,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI002177,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,No
CLI002178,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002179,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI002180,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,No
CLI002181,cellular,jul,tue,6,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,No
CLI002182,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No
CLI002183,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No
CLI002184,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No
CLI002185,telephone,jun,wed,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,No
CLI002186,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI002187,cellular,aug,wed,3,4,2,success,-2.9,92.201,-31.4,0.884,5076.2,Sí
CLI002188,telephone,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No
CLI002189,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,No
CLI002190,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No
CLI002191,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,No
CLI002192,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002193,cellular,aug,wed,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No
CLI002194,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI002195,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI002196,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,Sí
CLI002197,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,No
CLI002198,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No
CLI002199,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI002200,telephone,may,wed,1,999,0,nonexistent,-1.8,93.876,-40.0,0.672,5008.7,No
CLI002201,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
CLI002202,cellular,may,wed,4,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,No
CLI002203,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,Sí
CLI002204,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,No
CLI002205,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,No
CLI002206,telephone,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,No
CLI002207,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI002208,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002209,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,No
CLI002210,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
CLI002211,cellular,jul,tue,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No
CLI002212,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,No
CLI002213,cellular,aug,thu,1,3,1,success,-2.9,92.201,-31.4,0.851,5076.2,Sí
CLI002214,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI002215,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No
CLI002216,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI002217,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,Sí
CLI002218,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No
CLI002219,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002220,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,No
CLI002221,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,No
CLI002222,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,No
CLI002223,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002224,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,No
CLI002225,cellular,may,wed,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,No
CLI002226,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI002227,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI002228,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,No
CLI002229,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI002230,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002231,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI002232,telephone,may,mon,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002233,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI002234,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No
CLI002235,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.726,5099.1,Sí
CLI002236,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002237,telephone,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No
CLI002238,cellular,nov,tue,3,999,1,failure,-1.1,94.767,-50.8,1.046,4963.6,No
CLI002239,cellular,may,thu,4,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,No
CLI002240,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI002241,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002242,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,No
CLI002244,telephone,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,No
CLI002245,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI002246,telephone,may,thu,15,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI002247,telephone,aug,fri,2,4,2,success,-2.9,92.201,-31.4,0.869,5076.2,No
CLI002248,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI002249,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
CLI002250,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No
CLI002251,cellular,aug,thu,2,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,Sí
CLI002252,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,No
CLI002253,telephone,oct,thu,1,3,1,success,-1.1,94.601,-49.5,0.987,4963.6,Sí
CLI002254,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No
CLI002255,cellular,may,thu,6,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,No
CLI002256,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,No
CLI002257,cellular,sep,thu,1,999,2,failure,-1.1,94.199,-37.5,0.878,4963.6,No
CLI002258,cellular,may,fri,2,9,2,failure,-1.8,92.893,-46.2,1.25,5099.1,No
CLI002259,cellular,jul,mon,9,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
CLI002260,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI002261,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI002262,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI002263,telephone,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Sí
CLI002264,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,Sí
CLI002265,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002266,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002267,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI002268,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Sí
CLI002269,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI002270,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,No
CLI002271,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI002272,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No
CLI002273,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI002274,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,No
CLI002275,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002276,telephone,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
CLI002277,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,No
CLI002278,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002279,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No
CLI002280,cellular,jun,mon,4,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,No
CLI002281,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No
CLI002282,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002283,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI002284,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,No
CLI002285,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI002286,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,No
CLI002287,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI002288,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No
CLI002289,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No
CLI002290,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,No
CLI002291,cellular,jul,wed,2,3,1,success,-2.9,92.469,-33.6,1.085,5076.2,Sí
CLI002292,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,No
CLI002293,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No
CLI002294,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,No
CLI002295,cellular,jul,fri,2,15,1,success,-1.7,94.215,-40.3,0.861,4991.6,Sí
CLI002296,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI002297,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,No
CLI002298,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No
CLI002299,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,No
CLI002300,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
CLI002301,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,No
